transactionid,date,region,product,business_unit,customer,revenue,cogs,operating_expense,interest,tax,financial_metric,actual,budget,month,year,gross_profit,ebitda,net_profit,net_profit_margin
TXN00274,2025-04-15,North,Laptop Stand,North Region,Ulgen,323388.0,183302,80953,6224,10581,Net Profit,1995000,1835400,Apr,2025,140086,59133,42328,0.1309
TXN00359,2025-05-15,East,Ergonomic Mouse,North Region,Ahub,408465.0,233164,58097,3132,22814,Net Profit,2055000,1890600,May,2025,175301,117204,91258,0.2234
TXN00451,2025-01-15,West,Laser Printer,West Region,Hamax,410937.0,226863,60111,5734,23645,Gross Profit,5560000,5115200,Jan,2025,184074,123963,94584,0.2302
TXN00462,2024-12-15,South,4K Monitor 32,South Region,Catek,215534.0,129303,70481,5483,2053,Revenue,12310000,11325200,Dec,2024,86231,15750,8214,0.0381
TXN00149,2024-11-15,East,Laser Printer,West Region,Vitek,160083.0,95803,79200,5998,-4183,Revenue,12225000,11247000,Nov,2024,64280,-14920,-16735,-0.1045
TXN00427,2025-01-15,East,Noise Cancelling Headset,South Region,Gogen,173958.0,97002,54259,2492,4041,Net Profit,1855000,1706600,Jan,2025,76956,22697,16164,0.0929
TXN00402,2024-12-15,West,Webcam HD,West Region,Besys,406226.0,242962,49558,4967,21747,Net Profit,1800000,1656000,Dec,2024,163264,113706,86992,0.2141
TXN00362,2024-08-15,East,Desktop Workstation,East Region,Halab,396255.0,226973,56725,3668,21777,Revenue,12090000,11122800,Aug,2024,169282,112557,87112,0.2198
TXN00389,2024-11-15,South,USB-C Dock,South Region,Xelab,261585.0,144726,52512,2835,12302,Revenue,12250000,11270000,Nov,2024,116859,64347,49210,0.1881
TXN00171,2024-09-15,North,External SSD 1TB,West Region,Kahub,415639.0,243622,55145,5259,22322,Operating Expenses,3120000,3276000,Sep,2024,172017,116872,89291,0.2148
TXN00400,2024-10-15,South,Mechanical Keyboard,North Region,Susys,412445.0,236495,73716,4451,19556,Net Profit,1695000,1559400,Oct,2024,175950,102234,78227,0.1897
TXN00454,2025-04-15,East,Laptop Stand,West Region,Wahub,233851.0,136781,44604,6636,9166,Operating Expenses,3515000,3690750,Apr,2025,97070,52466,36664,0.1568
TXN00463,2025-01-15,East,Wireless Mouse,North Region,Hazon,381075.0,225179,69760,5810,16065,Operating Expenses,3360000,3528000,Jan,2025,155896,86136,64261,0.1686
TXN00009,2025-03-15,North,USB-C Dock,West Region,Notek,258257.0,145051,36555,6283,14073,Revenue,12420000,11426400,Mar,2025,113206,76651,56295,0.218
TXN00152,2025-02-15,North,Laptop Pro 16,North Region,Jozon,402592.0,234279,42458,5567,24057,Operating Expenses,3380000,3549000,Feb,2025,168313,125855,96231,0.239
TXN00319,2025-01-15,North,Webcam HD,North Region,Fihub,339693.0,195630,62225,4049,15557,Operating Expenses,3345000,3512250,Jan,2025,144063,81838,62232,0.1832
TXN00017,2024-11-15,South,Laptop Pro 14,North Region,Tipro,404095.0,225464,71162,3746,20744,Gross Profit,5410000,4977200,Nov,2024,178631,107469,82979,0.2053
TXN00318,2024-12-15,East,Wireless Mouse,West Region,Aplus,422040.0,233784,45976,3045,27847,Revenue,12295000,11311400,Dec,2024,188256,142280,111388,0.2639
TXN00326,2024-08-15,East,Ergonomic Mouse,West Region,Hamax,203603.0,117835,79207,3749,562,Gross Profit,5285000,4862200,Aug,2024,85768,6561,2250,0.0111
TXN00140,2025-02-15,North,Wireless Mouse,East Region,Jomax,295940.0,171228,48514,2409,14757,Gross Profit,5580000,5133600,Feb,2025,124712,76198,59032,0.1995
TXN00090,2024-12-15,West,Desktop Workstation,North Region,Zapro,429399.0,236977,33229,4180,31002,Gross Profit,5470000,5032400,Dec,2024,192422,159193,124011,0.2888
TXN00163,2025-01-15,North,Wireless Mouse,East Region,Elmax,317099.0,180093,89303,6289,8282,Gross Profit,5530000,5087600,Jan,2025,137006,47703,33132,0.1045
TXN00130,2025-04-15,North,Webcam HD,South Region,Tisys,209285.0,118953,34407,6616,9861,Net Profit,1980000,1821600,Apr,2025,90332,55925,39448,0.1885
TXN00416,2025-02-15,North,Ergonomic Mouse,South Region,Mitek,230660.0,136604,65620,6552,4376,Revenue,12410000,11417200,Feb,2025,94056,28436,17508,0.0759
TXN00218,2024-08-15,West,Office Printer,East Region,Gotek,174711.0,98304,87247,4302,-3028,Revenue,12075000,11109000,Aug,2024,76407,-10840,-12114,-0.0693
TXN00085,2024-07-15,South,Laptop Pro 14,South Region,Ahub,243423.0,137844,80014,6829,3747,Net Profit,1505000,1384600,Jul,2024,105579,25565,14989,0.0616
TXN00390,2024-12-15,East,External SSD 2TB,West Region,Bezon,321591.0,183022,76438,3161,11794,Operating Expenses,3300000,3465000,Dec,2024,138569,62131,47176,0.1467
TXN00381,2025-03-15,North,Ergonomic Mouse,West Region,Qigen,260147.0,154775,88399,2761,2842,Net Profit,1955000,1798600,Mar,2025,105372,16973,11370,0.0437
TXN00154,2025-04-15,West,4K Monitor 32,East Region,Tipro,325602.0,186378,36542,5793,19377,Gross Profit,5685000,5230200,Apr,2025,139224,102682,77512,0.2381
TXN00041,2024-11-15,East,External SSD 2TB,South Region,Tigen,403781.0,223576,81342,2823,19208,Net Profit,1710000,1573200,Nov,2024,180205,98863,76832,0.1903
TXN00338,2024-08-15,North,Laptop Pro 16,East Region,Hazon,433139.0,251309,67674,2763,22278,Operating Expenses,3085000,3239250,Aug,2024,181830,114156,89115,0.2057
TXN00003,2024-09-15,North,Desktop Workstation,West Region,Jotek,240666.0,135201,42102,6383,11396,Revenue,12105000,11136600,Sep,2024,105465,63363,45584,0.1894
TXN00320,2025-02-15,East,Office Monitor 27,West Region,Lutek,188479.0,105765,87529,2511,-1465,Revenue,12400000,11408000,Feb,2025,82714,-4815,-5861,-0.0311
TXN00475,2025-01-15,East,Laser Printer,North Region,Hasys,187314.0,110796,44999,4809,5342,Net Profit,1860000,1711200,Jan,2025,76518,31519,21368,0.1141
TXN00102,2024-12-15,East,Desktop Workstation,North Region,Zahub,218392.0,124132,75562,2157,3308,Operating Expenses,3270000,3433500,Dec,2024,94260,18698,13233,0.0606
TXN00193,2024-07-15,South,Desktop Workstation,North Region,Aplus,161267.0,94597,53997,4789,1576,Revenue,12020000,11058400,Jul,2024,66670,12673,6308,0.0391
TXN00349,2024-07-15,West,Laptop Pro 16,North Region,Camax,291608.0,173753,44283,3447,14025,Gross Profit,5235000,4816200,Jul,2024,117855,73572,56100,0.1924
TXN00133,2024-07-15,South,Office Monitor 24,North Region,Anova,229360.0,132535,55001,2923,7780,Net Profit,1510000,1389200,Jul,2024,96825,41824,31121,0.1357
TXN00062,2024-08-15,North,External SSD 1TB,South Region,Elsys,172980.0,100194,33339,2476,7394,Net Profit,1555000,1430600,Aug,2024,72786,39447,29577,0.171
TXN00037,2024-07-15,North,USB-C Dock,South Region,Amart,185090.0,109239,46939,4232,4936,Net Profit,1500000,1380000,Jul,2024,75851,28912,19744,0.1067
TXN00119,2025-05-15,South,Laser Printer,North Region,Yosys,178290.0,106085,33106,6563,6507,Net Profit,2030000,1867600,May,2025,72205,39099,26029,0.146
TXN00121,2024-07-15,West,Wireless Mouse,South Region,Alink,296266.0,165072,43725,3877,16718,Operating Expenses,3010000,3160500,Jul,2024,131194,87469,66874,0.2257
TXN00301,2024-07-15,South,Laptop Pro 14,South Region,Bepro,382738.0,217964,62508,3457,19761,Gross Profit,5230000,4811600,Jul,2024,164774,102266,79048,0.2065
TXN00382,2025-04-15,West,Webcam HD,East Region,Watek,166162.0,95394,50168,2197,3680,Revenue,12510000,11509200,Apr,2025,70768,20600,14723,0.0886
TXN00237,2025-03-15,South,Office Printer,East Region,Pasys,171937.0,99750,82351,5522,-3137,Net Profit,1940000,1784800,Mar,2025,72187,-10164,-12549,-0.073
TXN00196,2024-10-15,North,Office Monitor 24,South Region,Qizon,324266.0,187312,34782,3483,19737,Operating Expenses,3175000,3333750,Oct,2024,136954,102172,78952,0.2435
TXN00355,2025-01-15,East,USB-C Dock,North Region,Gomax,399745.0,229743,53291,2035,22935,Gross Profit,5550000,5106000,Jan,2025,170002,116711,91741,0.2295
TXN00103,2025-01-15,North,Webcam HD,East Region,Delab,233998.0,129488,60160,2341,8401,Revenue,12325000,11339000,Jan,2025,104510,44350,33608,0.1436
TXN00284,2025-02-15,East,Laptop Stand,North Region,Kapro,172278.0,98413,74308,5614,-1211,Gross Profit,5595000,5147400,Feb,2025,73865,-443,-4846,-0.0281
TXN00143,2025-05-15,North,Laptop Stand,West Region,Yopro,322475.0,179463,31624,4836,21310,Gross Profit,5735000,5276200,May,2025,143012,111388,85242,0.2643
TXN00075,2024-09-15,North,Wireless Keyboard,North Region,Johub,151809.0,83997,43437,2379,4399,Operating Expenses,3110000,3265500,Sep,2024,67812,24375,17597,0.1159
TXN00411,2024-09-15,South,Webcam HD,North Region,Nozon,202044.0,116952,66999,4728,2673,Operating Expenses,3145000,3302250,Sep,2024,85092,18093,10692,0.0529
TXN00125,2024-11-15,East,Wireless Keyboard,South Region,Ulhub,211509.0,123861,63058,2560,4406,Operating Expenses,3220000,3381000,Nov,2024,87648,24590,17624,0.0833
TXN00186,2024-12-15,West,Office Monitor 24,East Region,Alab,343164.0,204393,54158,2218,16479,Gross Profit,5480000,5041600,Dec,2024,138771,84613,65916,0.1921
TXN00385,2024-07-15,West,Office Monitor 27,East Region,Calab,188485.0,107875,76703,6945,-607,Revenue,12040000,11076800,Jul,2024,80610,3907,-2431,-0.0129
TXN00495,2024-09-15,East,External SSD 2TB,North Region,Ormax,377872.0,221216,64600,5947,17221,Gross Profit,5355000,4926600,Sep,2024,156656,92056,68888,0.1823
TXN00122,2024-08-15,East,Laptop Pro 14,South Region,Fitek,399013.0,224494,71773,3028,19943,Revenue,12065000,11099800,Aug,2024,174519,102746,79775,0.1999
TXN00113,2024-11-15,North,External SSD 2TB,West Region,Ulpro,176049.0,100904,63990,2412,1748,Gross Profit,5420000,4986400,Nov,2024,75145,11155,6995,0.0397
TXN00027,2024-09-15,South,External SSD 2TB,East Region,Jozon,425519.0,235517,65055,4470,24095,Operating Expenses,3105000,3260250,Sep,2024,190002,124947,96382,0.2265
TXN00417,2025-03-15,South,Laptop Stand,West Region,Razon,246023.0,147469,83207,5746,1920,Operating Expenses,3460000,3633000,Mar,2025,98554,15347,7681,0.0312
TXN00420,2025-06-15,East,Mechanical Keyboard,East Region,Fimax,404433.0,238979,84010,4801,15328,Gross Profit,5815000,5349800,Jun,2025,165454,81444,61315,0.1516
TXN00265,2024-07-15,North,Office Monitor 24,South Region,Bezon,355068.0,212853,69193,4451,13714,Operating Expenses,3025000,3176250,Jul,2024,142215,73022,54857,0.1545
TXN00431,2025-05-15,North,Wireless Keyboard,West Region,Aware,372129.0,215177,44809,6253,21178,Gross Profit,5765000,5303800,May,2025,156952,112143,84712,0.2276
TXN00336,2025-06-15,North,Laptop Pro 14,North Region,Elzon,353318.0,196401,88030,6725,12432,Operating Expenses,3605000,3785250,Jun,2025,156917,68887,49730,0.1408
TXN00071,2025-05-15,East,Laptop Pro 14,West Region,Xegen,440810.0,251354,89972,4125,19071,Net Profit,2025000,1863000,May,2025,189456,99484,76288,0.1731
TXN00080,2025-02-15,North,Mechanical Keyboard,West Region,Ivlab,347558.0,192466,34955,6095,22808,Revenue,12375000,11385000,Feb,2025,155092,120137,91234,0.2625
TXN00446,2024-08-15,West,External SSD 2TB,East Region,Ivsys,244875.0,146356,54481,6423,7523,Net Profit,1595000,1467400,Aug,2024,98519,44038,30092,0.1229
TXN00088,2024-10-15,North,Bluetooth Speaker,North Region,Pamax,288211.0,171250,85218,4993,5350,Gross Profit,5365000,4935800,Oct,2024,116961,31743,21400,0.0743
TXN00083,2025-05-15,South,Webcam HD,West Region,Yotek,403726.0,223837,52206,6030,24330,Revenue,12530000,11527600,May,2025,179889,127683,97323,0.2411
TXN00291,2024-09-15,West,Mechanical Keyboard,North Region,Mitek,374085.0,210953,41274,5132,23345,Revenue,12135000,11164200,Sep,2024,163132,121858,93381,0.2496
TXN00229,2024-07-15,East,Ergonomic Mouse,North Region,Aflow,448484.0,265571,89245,4803,17773,Net Profit,1520000,1398400,Jul,2024,182913,93668,71092,0.1585
TXN00272,2025-02-15,West,Office Monitor 24,North Region,Kalab,164198.0,90659,54198,3270,3214,Revenue,12395000,11403400,Feb,2025,73539,19341,12857,0.0783
TXN00058,2025-04-15,North,Office Printer,West Region,Supro,351593.0,209041,40377,6045,19226,Gross Profit,5675000,5221000,Apr,2025,142552,102175,76904,0.2187
TXN00293,2024-11-15,North,Business Laptop 15,East Region,Walab,300731.0,180180,43561,6223,14153,Revenue,12240000,11260800,Nov,2024,120551,76990,56614,0.1883
TXN00429,2025-03-15,North,Office Monitor 27,South Region,Rasys,259217.0,144808,72976,4665,7353,Net Profit,1960000,1803200,Mar,2025,114409,41433,29415,0.1135
TXN00322,2025-04-15,West,External SSD 2TB,West Region,Visys,419745.0,232569,37620,4169,29077,Net Profit,2000000,1840000,Apr,2025,187176,149556,116310,0.2771
TXN00263,2025-05-15,North,Laptop Pro 16,North Region,Zagen,211667.0,118350,48794,5712,7762,Net Profit,2045000,1881400,May,2025,93317,44523,31049,0.1467
TXN00256,2024-10-15,West,External SSD 1TB,North Region,Qigen,287579.0,161683,43381,2841,15934,Net Profit,1680000,1545600,Oct,2024,125896,82515,63740,0.2216
TXN00108,2025-06-15,South,Mechanical Keyboard,West Region,Begen,380493.0,210730,70615,2022,19425,Net Profit,2080000,1913600,Jun,2025,169763,99148,77701,0.2042
TXN00010,2025-04-15,South,Ergonomic Mouse,South Region,Sumax,188930.0,104095,51039,4592,5840,Gross Profit,5670000,5216400,Apr,2025,84835,33796,23364,0.1237
TXN00374,2024-08-15,South,External SSD 1TB,South Region,Hapro,176788.0,98144,89278,2982,-2723,Gross Profit,5290000,4866800,Aug,2024,78644,-10634,-10893,-0.0616
TXN00022,2025-04-15,West,Ergonomic Mouse,West Region,Suzon,196545.0,112519,77265,5093,333,Operating Expenses,3470000,3643500,Apr,2025,84026,6761,1335,0.0068
TXN00438,2024-12-15,South,Laptop Pro 16,North Region,Behub,334244.0,188332,89056,4471,10477,Operating Expenses,3305000,3470250,Dec,2024,145912,56856,41908,0.1254
TXN00208,2024-10-15,North,Laptop Pro 14,South Region,Qisys,300330.0,172514,71802,2255,10751,Net Profit,1675000,1541000,Oct,2024,127816,56014,43008,0.1432
TXN00278,2024-08-15,East,Wireless Keyboard,South Region,Gopro,340743.0,189837,50142,4705,19211,Gross Profit,5280000,4857600,Aug,2024,150906,100764,76848,0.2255
TXN00388,2024-10-15,East,Bluetooth Speaker,South Region,Suzon,352353.0,203130,86167,2820,12047,Operating Expenses,3195000,3354750,Oct,2024,149223,63056,48189,0.1368
TXN00467,2025-05-15,East,Laptop Pro 16,East Region,Aplus,431097.0,245289,84012,5768,19205,Revenue,12570000,11564400,May,2025,185808,101796,76823,0.1782
TXN00365,2024-11-15,North,Wireless Keyboard,West Region,Xezon,294992.0,171913,65919,5246,10382,Operating Expenses,3245000,3407250,Nov,2024,123079,57160,41532,0.1408
TXN00098,2024-08-15,North,External SSD 1TB,North Region,Elhub,419388.0,240343,38227,3865,27390,Operating Expenses,3060000,3213000,Aug,2024,179045,140818,109563,0.2612
TXN00091,2025-01-15,East,Office Monitor 24,North Region,Desys,353222.0,199756,69054,2269,16428,Net Profit,1820000,1674400,Jan,2025,153466,84412,65715,0.186
TXN00342,2024-12-15,East,Laptop Stand,North Region,Anest,181208.0,102098,34781,4723,7921,Operating Expenses,3295000,3459750,Dec,2024,79110,44329,31685,0.1749
TXN00368,2025-02-15,West,USB-C Dock,East Region,Lulab,162756.0,96012,82530,2562,-3669,Revenue,12405000,11412600,Feb,2025,66744,-15786,-14679,-0.0902
TXN00066,2024-12-15,East,Wireless Keyboard,South Region,Zasys,379878.0,217436,35528,5139,24355,Net Profit,1765000,1623800,Dec,2024,162442,126914,97420,0.2565
TXN00277,2024-07-15,West,External SSD 2TB,North Region,Besys,158858.0,88989,59809,2770,1458,Net Profit,1525000,1403000,Jul,2024,69869,10060,5832,0.0367
TXN00410,2024-08-15,East,Mechanical Keyboard,South Region,Ivtek,323058.0,182469,43527,2001,19012,Revenue,12095000,11127400,Aug,2024,140589,97062,76049,0.2354
TXN00242,2024-08-15,West,Ergonomic Mouse,West Region,Gozon,245385.0,139557,55506,5341,8996,Operating Expenses,3075000,3228750,Aug,2024,105828,50322,35985,0.1466
TXN00195,2024-09-15,South,4K Monitor 32,North Region,Lutek,220399.0,125313,71225,4821,3808,Revenue,12125000,11155000,Sep,2024,95086,23861,15232,0.0691
TXN00137,2024-11-15,West,USB-C Dock,East Region,Ulgen,299553.0,166863,48596,3691,16080,Net Profit,1720000,1582400,Nov,2024,132690,84094,64323,0.2147
TXN00308,2025-02-15,South,USB-C Dock,East Region,Kagen,396011.0,231076,55244,3408,21256,Net Profit,1895000,1743400,Feb,2025,164935,109691,85027,0.2147
TXN00020,2025-02-15,West,Noise Cancelling Headset,North Region,Hagen,425581.0,239417,74264,6041,21171,Net Profit,1865000,1715800,Feb,2025,186164,111900,84688,0.199
TXN00481,2024-07-15,North,Noise Cancelling Headset,West Region,Delab,273371.0,151635,81037,2084,7723,Revenue,12050000,11086000,Jul,2024,121736,40699,30892,0.113
TXN00311,2025-05-15,North,External SSD 2TB,West Region,Amart,447111.0,262597,38303,3401,28562,Net Profit,2050000,1886000,May,2025,184514,146211,114248,0.2555
TXN00449,2024-11-15,East,Bluetooth Speaker,East Region,Yomax,282185.0,164548,44596,4233,13761,Gross Profit,5455000,5018600,Nov,2024,117637,73041,55047,0.1951
TXN00057,2025-03-15,East,Office Printer,South Region,Nolab,330324.0,182522,46692,4531,19315,Revenue,12425000,11431000,Mar,2025,147802,101110,77264,0.2339
TXN00227,2025-05-15,East,Wireless Mouse,West Region,Zalab,423398.0,251385,73506,5638,18573,Revenue,12545000,11541400,May,2025,172013,98507,74296,0.1755
TXN00264,2025-06-15,North,4K Monitor 32,West Region,Delab,193998.0,110378,30122,2402,10219,Revenue,12600000,11592000,Jun,2025,83620,53498,40877,0.2107
TXN00498,2024-12-15,South,Office Monitor 27,North Region,Casys,157824.0,93728,69315,5482,-2140,Net Profit,1810000,1665200,Dec,2024,64096,-5219,-8561,-0.0542
TXN00380,2025-02-15,East,Webcam HD,East Region,Lupro,408448.0,230796,82689,3694,18253,Gross Profit,5605000,5156600,Feb,2025,177652,94963,73016,0.1788
TXN00036,2025-06-15,South,Office Monitor 24,West Region,Bemax,389922.0,216555,80197,5188,17596,Gross Profit,5775000,5313000,Jun,2025,173367,93170,70386,0.1805
TXN00008,2025-02-15,West,Bluetooth Speaker,South Region,Hahub,180862.0,108231,76689,4592,-1730,Operating Expenses,3365000,3533250,Feb,2025,72631,-4058,-6920,-0.0383
TXN00060,2025-06-15,South,Laptop Pro 14,East Region,Besys,219765.0,128572,50691,5476,7005,Net Profit,2075000,1909000,Jun,2025,91193,40502,28021,0.1275
TXN00343,2025-01-15,South,USB-C Dock,West Region,Gotek,415793.0,247472,78526,4420,17075,Revenue,12350000,11362000,Jan,2025,168321,89795,68300,0.1643
TXN00086,2024-08-15,South,External SSD 1TB,East Region,Elpro,206962.0,122829,33668,2369,9619,Gross Profit,5260000,4839200,Aug,2024,84133,50465,38477,0.1859
TXN00393,2025-03-15,North,Webcam HD,East Region,Ratek,441957.0,263114,66112,6482,21249,Revenue,12460000,11463200,Mar,2025,178843,112731,85000,0.1923
TXN00478,2025-04-15,West,Laptop Pro 16,West Region,Xetek,204113.0,121846,54804,5946,4303,Revenue,12520000,11518400,Apr,2025,82267,27463,17214,0.0843
TXN00112,2024-10-15,South,Office Monitor 27,West Region,Pasys,410762.0,226560,58581,5191,24086,Net Profit,1665000,1531800,Oct,2024,184202,125621,96344,0.2345
TXN00435,2024-09-15,South,Business Laptop 15,East Region,Nolab,256689.0,148629,86092,4414,3510,Revenue,12150000,11178000,Sep,2024,108060,21968,14044,0.0547
TXN00391,2025-01-15,East,Wireless Mouse,South Region,Golab,348675.0,196331,55164,4550,18526,Revenue,12355000,11366600,Jan,2025,152344,97180,74104,0.2125
TXN00373,2024-07-15,East,USB-C Dock,South Region,Casys,246663.0,145489,83851,2175,3029,Net Profit,1535000,1412200,Jul,2024,101174,17323,12119,0.0491
TXN00405,2025-03-15,South,External SSD 2TB,East Region,Ramax,340062.0,195816,44314,6689,18648,Gross Profit,5660000,5207200,Mar,2025,144246,99932,74595,0.2194
TXN00072,2025-06-15,North,Mechanical Keyboard,West Region,Belab,189353.0,104336,62019,2741,4051,Revenue,12580000,11573600,Jun,2025,85017,22998,16206,0.0856
TXN00439,2025-01-15,East,Office Monitor 24,North Region,Hatek,388271.0,219227,45488,6020,23507,Revenue,12360000,11371200,Jan,2025,169044,123556,94029,0.2422
TXN00489,2025-03-15,East,Desktop Workstation,South Region,Sutek,381419.0,221648,31632,3374,24953,Revenue,12470000,11472400,Mar,2025,159771,128139,99812,0.2617
TXN00212,2025-02-15,East,Laptop Pro 14,West Region,Jogen,172249.0,97948,62610,2174,1903,Net Profit,1885000,1734200,Feb,2025,74301,11691,7614,0.0442
TXN00201,2025-03-15,West,External SSD 2TB,East Region,Patek,195038.0,108198,64233,6581,3205,Revenue,12440000,11444800,Mar,2025,86840,22607,12821,0.0657
TXN00147,2024-09-15,East,4K Monitor 32,West Region,Kalab,246644.0,146199,78727,5078,3328,Revenue,12120000,11150400,Sep,2024,100445,21718,13312,0.054
TXN00214,2025-04-15,East,Office Printer,West Region,Ulzon,210873.0,121894,61523,6265,4238,Operating Expenses,3490000,3664500,Apr,2025,88979,27456,16953,0.0804
TXN00120,2025-06-15,West,Wireless Mouse,South Region,Catek,216525.0,129276,49230,5867,6430,Revenue,12585000,11578200,Jun,2025,87249,38019,25722,0.1188
TXN00384,2025-06-15,South,Office Printer,South Region,Elhub,222455.0,128559,72282,5428,3237,Operating Expenses,3610000,3790500,Jun,2025,93896,21614,12949,0.0582
TXN00128,2025-02-15,West,Laptop Pro 16,West Region,Jotek,430416.0,242865,69676,6175,22340,Revenue,12380000,11389600,Feb,2025,187551,117875,89360,0.2076
TXN00268,2024-10-15,North,Laptop Stand,South Region,Ratek,441163.0,262926,44177,2950,26222,Revenue,12185000,11210200,Oct,2024,178237,134060,104888,0.2378
TXN00238,2025-04-15,North,Laptop Stand,North Region,Ullab,163423.0,93971,31604,5873,6395,Revenue,12495000,11495400,Apr,2025,69452,37848,25580,0.1565
TXN00042,2024-12-15,West,External SSD 2TB,East Region,Zamax,378931.0,209765,53857,5817,21898,Gross Profit,5465000,5027800,Dec,2024,169166,115309,87594,0.2312
TXN00200,2025-02-15,South,External SSD 1TB,East Region,Johub,310070.0,182933,82906,3199,8206,Operating Expenses,3385000,3554250,Feb,2025,127137,44231,32826,0.1059
TXN00315,2024-09-15,South,Office Monitor 27,South Region,Mizon,193005.0,110894,50233,3858,5604,Operating Expenses,3135000,3291750,Sep,2024,82111,31878,22416,0.1161
TXN00216,2025-06-15,South,External SSD 1TB,West Region,Detek,398636.0,235853,53197,3547,21207,Revenue,12595000,11587400,Jun,2025,162783,109586,84832,0.2128
TXN00089,2024-11-15,North,Desktop Workstation,East Region,Ulsys,310990.0,182036,52531,5716,14141,Net Profit,1715000,1577800,Nov,2024,128954,76423,56566,0.1819
TXN00095,2025-05-15,West,Business Laptop 15,North Region,Yomax,303513.0,174572,50207,6117,14523,Gross Profit,5730000,5271600,May,2025,128941,78734,58094,0.1914
TXN00490,2025-04-15,North,Office Monitor 24,South Region,Xemax,347749.0,193983,53306,2923,19507,Gross Profit,5720000,5262400,Apr,2025,153766,100460,78030,0.2244
TXN00404,2025-02-15,North,Laptop Stand,West Region,Lugen,230295.0,130410,64368,2198,6663,Net Profit,1905000,1752600,Feb,2025,99885,35517,26656,0.1157
TXN00065,2024-11-15,East,Ergonomic Mouse,East Region,Ulmax,189505.0,109814,66326,6260,1421,Gross Profit,5415000,4981800,Nov,2024,79691,13365,5684,0.03
TXN00247,2025-01-15,East,External SSD 2TB,West Region,Fitek,393923.0,230174,76041,5235,16494,Revenue,12340000,11352800,Jan,2025,163749,87708,65979,0.1675
TXN00448,2024-10-15,South,Mechanical Keyboard,West Region,Sugen,390491.0,216696,57699,6781,21863,Net Profit,1700000,1564000,Oct,2024,173795,116096,87452,0.224
TXN00289,2024-07-15,North,Wireless Mouse,South Region,Belab,390010.0,223794,39814,5010,24278,Revenue,12030000,11067600,Jul,2024,166216,126402,97114,0.249
TXN00279,2024-09-15,North,Laptop Pro 16,West Region,Lugen,365200.0,215204,59624,5648,16944,Net Profit,1630000,1499600,Sep,2024,149996,90372,67780,0.1856
TXN00337,2024-07-15,North,Office Printer,East Region,Catek,271279.0,157116,32327,6686,15030,Revenue,12035000,11072200,Jul,2024,114163,81836,60120,0.2216
TXN00398,2024-08-15,South,4K Monitor 32,West Region,Hagen,200245.0,110217,82382,4550,619,Net Profit,1590000,1462800,Aug,2024,90028,7646,2477,0.0124
TXN00052,2024-10-15,West,Office Monitor 27,North Region,Orhub,166345.0,98460,56789,4807,1257,Operating Expenses,3160000,3318000,Oct,2024,67885,11096,5032,0.0303
TXN00029,2024-11-15,West,Wireless Mouse,East Region,Tihub,424812.0,248917,34012,5804,27215,Operating Expenses,3210000,3370500,Nov,2024,175895,141883,108864,0.2563
TXN00497,2024-11-15,North,Wireless Mouse,East Region,Yopro,360527.0,215882,82927,6521,11039,Gross Profit,5460000,5023200,Nov,2024,144645,61718,44158,0.1225
TXN00387,2024-09-15,East,External SSD 2TB,South Region,Notek,365351.0,207497,50261,5436,20431,Revenue,12145000,11173400,Sep,2024,157854,107593,81726,0.2237
TXN00286,2025-04-15,East,Wireless Mouse,North Region,Vitek,392030.0,218058,46435,4808,24545,Revenue,12500000,11500000,Apr,2025,173972,127537,98184,0.2505
TXN00325,2024-07-15,South,USB-C Dock,West Region,Begen,342628.0,195091,30650,3056,22766,Net Profit,1530000,1407600,Jul,2024,147537,116887,91065,0.2658
TXN00347,2025-05-15,East,Office Monitor 24,East Region,Apro,405110.0,235708,72850,5561,18198,Operating Expenses,3555000,3732750,May,2025,169402,96552,72793,0.1797
TXN00100,2024-10-15,East,Laptop Stand,North Region,Pazon,339985.0,190987,77193,5004,13360,Operating Expenses,3165000,3323250,Oct,2024,148998,71805,53441,0.1572
TXN00174,2024-12-15,East,4K Monitor 32,East Region,Asys,212381.0,120962,72907,6027,2497,Revenue,12280000,11297600,Dec,2024,91419,18512,9988,0.047
TXN00370,2025-04-15,East,Laptop Pro 14,North Region,Vigen,236277.0,135821,46597,6472,9477,Net Profit,2005000,1844600,Apr,2025,100456,53859,37910,0.1604
TXN00487,2025-01-15,South,Laser Printer,East Region,Halab,197886.0,112230,71523,4161,1994,Revenue,12365000,11375800,Jan,2025,85656,14133,7978,0.0403
TXN00480,2025-06-15,South,Bluetooth Speaker,West Region,Fihub,239750.0,143241,38258,4516,10747,Operating Expenses,3620000,3801000,Jun,2025,96509,58251,42988,0.1793
TXN00327,2024-09-15,North,Webcam HD,East Region,Misys,398976.0,239210,44766,3855,22229,Net Profit,1635000,1504200,Sep,2024,159766,115000,88916,0.2229
TXN00176,2025-02-15,West,USB-C Dock,East Region,Jolab,166454.0,91991,32442,6078,7188,Revenue,12385000,11394200,Feb,2025,74463,42021,28755,0.1728
TXN00178,2025-04-15,North,External SSD 2TB,North Region,Tigen,432735.0,258414,71456,6004,19372,Net Profit,1985000,1826200,Apr,2025,174321,102865,77489,0.1791
TXN00303,2024-09-15,South,Office Monitor 27,North Region,Mimax,382809.0,222773,35371,6192,23694,Gross Profit,5335000,4908200,Sep,2024,160036,124665,94779,0.2476
